record_type,case,name,decoder_stage,model_output_list_index,internal_stage_index,encoder_skip_index,upsampling_order,is_final_output,head_type,observed_raw_patch_shape,aligned_patch_shape,upsample_factor_to_final,prompt,threshold,gt_voxels,gt_volume_mm3,pred_voxels,pred_volume_mm3,pred_gt_volume_ratio,dice,iou,precision,recall,cc_count,cc_volume_median_voxels,cc_volume_median_mm3,small_cc_count_fraction,small_cc_voxel_fraction,small_component_max_voxels,lhs,rhs,pairwise_dice,fp_overlap,fp_overlap_dice,fn_overlap,fn_overlap_dice,intersection_voxels,union_voxels,mean_probability,d25_intersection_voxels,d25_union_voxels,majority_vote_voxels,independent_tp_voxels,independent_fp_voxels,independent_fn_recovery,r1_voxels,r1_volume_mm3,r1_tp_voxels,r1_fp_voxels,extra_precision,fn_recovery,merge_added_tp_voxels,merge_added_fp_voxels,merge_dice,merge_recall,merge_precision,delta_dice,delta_recall,delta_precision
decoder1_extra,FNH_PA32,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,281818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816191,13510752.634331614,2985,1813206,0.0016435496046396001,0.11572087108567795,2184,1813092,0.22339755486059823,0.9407809295360836,0.1267474874377865,-0.7184989187366049,0.0077496824191499725,-0.8241842951547137
pairwise,FNH_PA32,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.923907874575097,0.5357038622434089,0.697665579170758,0.48324027266482306,0.6516007980239407,11013,20558,,,,,,,,,,,,,,,,,,,,,
pairwise,FNH_PA32,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.9157971845834237,0.5014878184861447,0.6679878615222642,0.4189023632392891,0.5904597442250419,10786,21508,,,,,,,,,,,,,,,,,,,,,
pairwise,FNH_PA32,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.9050511929544874,0.44833861993656077,0.6191074570064266,0.31969793435200905,0.484501681832192,8622,19231,,,,,,,,,,,,,,,,,,,,,
pairwise,FNH_PA32,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.9778457088988751,0.7431351244567365,0.8526420172829012,0.7681091251175918,0.8688480978983772,15047,20248,,,,,,,,,,,,,,,,,,,,,
pairwise,FNH_PA32,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.9636173895243961,0.593533725854767,0.7449277241200493,0.5945090112851609,0.745695392221072,11492,19362,,,,,,,,,,,,,,,,,,,,,
pairwise,FNH_PA32,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.97270787831372,0.6381510686864494,0.7791113785350097,0.6833809207181132,0.8119147749715374,12301,19276,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,FNH_PA32,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,5663,0.0421766544799449,,,,,,,,,,,,,,
independent_vs_final,FNH_PA32,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,5794,0.06490753987177449,,,,,,,,,,,,,,
independent_vs_final,FNH_PA32,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401,5708,0.07423303131457638,,,,,,,,,,,,,,
independent_vs_final,FNH_PA32,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,FNH_PA32,d2_d5_intersection,,,,,,,,[],[],[],,0.5,281818,,232901,,,0.8724449651168891,0.77374934094222,0.9640662770876897,0.7967269656303004,,,,,,,,,,,,,,224532,290187,0.06181278079748154,232901,289163,265703,,,,,,,,,,,,,,,,,
ensemble,FNH_PA32,d2_d5_union,,,,,,,,[],[],[],,0.5,281818,,289163,,,0.9285387779978669,0.8666097838452788,0.9167459183920488,0.9406389939606412,,,,,,,,,,,,,,265089,305892,0.06181278079748154,232901,289163,265703,,,,,,,,,,,,,,,,,
ensemble,FNH_PA32,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,281818,,265703,,,0.9214404561651517,0.8543250684973261,0.9493833340233268,0.8950954161905911,,,,,,,,,,,,,,252254,295267,0.06181278079748154,232901,289163,265703,,,,,,,,,,,,,,,,,
ensemble,FNH_PA32,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,281818,,269969,,,0.925309947497857,0.8610016863406408,0.9456159781308224,0.905857681198504,,,,,,,,,,,,,,255287,296500,0.06181278079748154,232901,289163,265703,,,,,,,,,,,,,,,,,
layer,HCC_10020116_20180118,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,257643,1241805.7651519775,1833298,8836258.02230835,7.115652278540461,0.09884162202568127,0.0519902093222748,0.05636617723905225,0.40108211750367756,5,5617.0,27073.209762573242,0.2,8.727440928861537e-06,100,,,,,,,,103336,1987605,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10020116_20180118,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,257643,1241805.7651519775,201424,970837.4938964844,0.781794964349895,0.6507677528552477,0.482324488043036,0.7415849154023354,0.5797673524993887,4,504.0,2429.2144775390625,0.25,5.9575820160457545e-05,100,,,,,,,,149373,309694,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10020116_20180118,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,257643,1241805.7651519775,233617,1126003.568649292,0.9067469327713154,0.730440092822538,0.5753490549701451,0.7680006163934988,0.6963822032812845,6,73.0,351.8505096435547,0.6666666666666666,0.000749089321410685,100,,,,,,,,179418,311842,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10020116_20180118,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,257643,1241805.7651519775,276346,1331951.7936706543,1.072592696094984,0.7939526844185929,0.6583097314352439,0.767085465322458,0.8227702673854908,8,41.5,200.02460479736328,0.625,0.0003582465459966853,100,,,,,,,,211981,322008,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10020116_20180118,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,257643,1241805.7651519775,291274,1403902.8129577637,1.1305333348858693,0.8074080416529275,0.677019525414201,0.7607956769227601,0.8601048737982402,14,5.5,26.50928497314453,0.8571428571428571,0.0002677890920576502,100,,,,,,,,221600,327317,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,HCC_10020116_20180118,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,257643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723879,8308872.667312622,18489,1705390,0.010725230715148802,0.26496129622950365,9550,1697794,0.20489650798378378,0.8971716677728485,0.11565491754802569,-0.6025115336691437,0.037066793974608325,-0.6451407593747344
pairwise,HCC_10020116_20180118,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.725963759737588,0.3456009928952268,0.513675294117647,0.4682333490788852,0.6378187082763613,27289,78961,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10020116_20180118,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.7042468133202169,0.3398397937574809,0.507284222100055,0.2942313998167097,0.4546812878413845,29528,86888,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10020116_20180118,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.7067453084851166,0.32127389364681364,0.486309303758472,0.2755822689706987,0.432088585227942,29598,92127,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10020116_20180118,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.8767616474136359,0.7030897625579959,0.8256637765257583,0.49203921379709026,0.6595526568566517,48947,69617,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10020116_20180118,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.8448192100836174,0.6194242535167076,0.764993178497332,0.3716823720064822,0.5419365001575244,47381,76492,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10020116_20180118,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.9191642295902188,0.7210744597526997,0.8379352278068324,0.5435550601704041,0.7042898231442384,56158,77881,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,HCC_10020116_20180118,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4865,22453,0.13497766556612933,,,,,,,,,,,,,,
independent_vs_final,HCC_10020116_20180118,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080,6818,0.14094276281108675,,,,,,,,,,,,,,
independent_vs_final,HCC_10020116_20180118,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7271,8207,0.20173126543295508,,,,,,,,,,,,,,
independent_vs_final,HCC_10020116_20180118,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,HCC_10020116_20180118,d2_d5_intersection,,,,,,,,[],[],[],,0.5,257643,,152168,,,0.6187779244578598,0.4479930746943679,0.8332303769517901,0.49211893977325216,,,,,,,,,,,,,,126791,283020,0.0760977640748024,152168,333899,233299,,,,,,,,,,,,,,,,,
ensemble,HCC_10020116_20180118,d2_d5_union,,,,,,,,[],[],[],,0.5,257643,,333899,,,0.7869703250149609,0.6487642810755367,0.6971060110991647,0.9034322686818582,,,,,,,,,,,,,,232763,358779,0.0760977640748024,152168,333899,233299,,,,,,,,,,,,,,,,,
ensemble,HCC_10020116_20180118,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,257643,,233299,,,0.7508218893474178,0.6010527105339538,0.7899948135225612,0.7153503103131077,,,,,,,,,,,,,,184305,306637,0.0760977640748024,152168,333899,233299,,,,,,,,,,,,,,,,,
ensemble,HCC_10020116_20180118,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,257643,,256006,,,0.7849874135839844,0.6460734829912352,0.7874971680351242,0.782493605492872,,,,,,,,,,,,,,201604,312045,0.0760977640748024,152168,333899,233299,,,,,,,,,,,,,,,,,
layer,HCC_10074592_20130816,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,267135,1103619.4038391113,2303315,9515724.73526001,8.622288356074645,0.05295337392285397,0.027196767254384104,0.029547413184909575,0.2547663166563722,8,1128.5,4662.191390991211,0.125,2.17078428265348e-06,100,,,,,,,,68057,2502393,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10074592_20130816,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,267135,1103619.4038391113,269113,1111791.1491394043,1.0074044958541561,0.8279415494323522,0.7063995392306297,0.8248988343186691,0.8310067943174799,1,269113.0,1111791.1491394043,0.0,0.0,100,,,,,,,,221991,314257,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10074592_20130816,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,267135,1103619.4038391113,294810,1217953.6056518555,1.1035993037228369,0.838405893815231,0.7217718214574601,0.7990536277602523,0.8818350272334213,2,147405.0,608976.8028259277,0.5,6.7840303924561585e-06,100,,,,,,,,235569,326376,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10074592_20130816,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,267135,1103619.4038391113,306519,1266327.1980285645,1.1474310741759783,0.8472633329498269,0.7350016332159838,0.7928317657306725,0.9097198045931832,7,21.0,86.75765991210938,0.7142857142857143,0.0004991533966899279,100,,,,,,,,243018,330636,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10074592_20130816,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,267135,1103619.4038391113,313213,1293982.234954834,1.1724895652011156,0.8803545458931538,0.7862797483471431,0.8155983308483364,0.9562805323151216,17,1.0,4.131317138671875,0.8823529411764706,0.0003671622825361655,100,,,,,,,,255456,324892,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,HCC_10074592_20130816,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,267135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215915,9154647.617340088,4242,2211673,0.0019143333566495105,0.11499272197962154,1343,2207829,0.1841169806991884,0.9613079529077059,0.10180801106888916,-0.6962375651939654,0.00502742059258432,-0.7137903197794473
pairwise,HCC_10074592_20130816,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.8612948930971073,0.4477459574236402,0.6185421622180646,0.34159991605162826,0.509242602007561,32895,73468,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10074592_20130816,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.8533507518692498,0.4275224859019524,0.5989712808367157,0.2671935891102695,0.4217091869883484,33130,77493,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10074592_20130816,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.8502831747165677,0.37310325866380384,0.5434453036356182,0.1822853813823811,0.30836105098287664,28498,76381,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10074592_20130816,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.9392828218828628,0.6823190789473684,0.8111648824363299,0.6136258258954446,0.760555286173518,49782,72960,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10074592_20130816,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.9072288383827586,0.5513066999032075,0.7107642865690011,0.3141980185984319,0.4781593247774309,41579,75419,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10074592_20130816,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.9369985735769655,0.6673037523890715,0.8004585264477395,0.41363241450122423,0.5852050508436697,48531,72727,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,HCC_10074592_20130816,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2918,18624,0.24985015840397296,,,,,,,,,,,,,,
independent_vs_final,HCC_10074592_20130816,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,17662,0.11473585067214659,,,,,,,,,,,,,,
independent_vs_final,HCC_10074592_20130816,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205,14970,0.10317664183577362,,,,,,,,,,,,,,
independent_vs_final,HCC_10074592_20130816,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,HCC_10074592_20130816,d2_d5_intersection,,,,,,,,[],[],[],,0.5,267135,,233771,,,0.8301318011762686,0.7095942961873329,0.8893703667264118,0.7782918748947162,,,,,,,,,,,,,,207909,292997,0.07074441760778427,233771,350882,284277,,,,,,,,,,,,,,,,,
ensemble,HCC_10074592_20130816,d2_d5_union,,,,,,,,[],[],[],,0.5,267135,,350882,,,0.8402908010621067,0.724570264538453,0.7400123118313279,0.9720066632975837,,,,,,,,,,,,,,259657,358360,0.07074441760778427,233771,350882,284277,,,,,,,,,,,,,,,,,
ensemble,HCC_10074592_20130816,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,267135,,284277,,,0.8631730901757669,0.7592827744631975,0.8371482743943407,0.8908679132273943,,,,,,,,,,,,,,237982,313430,0.07074441760778427,233771,350882,284277,,,,,,,,,,,,,,,,,
ensemble,HCC_10074592_20130816,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,267135,,298500,,,0.86861668743978,0.7677474802718962,0.8229815745393635,0.9196099350515657,,,,,,,,,,,,,,245660,319975,0.07074441760778427,233771,350882,284277,,,,,,,,,,,,,,,,,
layer,HCC_10076307_20130925,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,275831,1139545.337677002,2629348,10862670.455932617,9.53246009331801,0.06557255163967521,0.033897653641782405,0.036225710708510245,0.3453201416809568,3,905.0,3738.842010498047,0.3333333333333333,3.118643861520042e-05,100,,,,,,,,95250,2809929,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10076307_20130925,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,275831,1139545.337677002,208147,859921.2684631348,0.7546178638369146,0.7347813330357992,0.5807544199445405,0.8542472387303204,0.6446302264792573,4,1074.0,4437.034606933594,0.25,9.608593926407779e-06,100,,,,,,,,177809,306169,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10076307_20130925,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,275831,1139545.337677002,264850,1094179.344177246,0.9601893913301985,0.7829829418825518,0.6433623396320466,0.7992146498017746,0.7673974281353437,2,132425.0,547089.672088623,0.5,1.5102888427411742e-05,100,,,,,,,,211672,329009,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10076307_20130925,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,275831,1139545.337677002,283065,1169431.2858581543,1.0262262037261947,0.8242821562508946,0.7010884121843727,0.8137494921661103,0.8350910521297461,7,2.0,8.26263427734375,0.7142857142857143,0.0001448430572483352,100,,,,,,,,230344,328552,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10076307_20130925,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,275831,1139545.337677002,294653,1217304.988861084,1.0682374352411441,0.848752988690305,0.7372466380822452,0.8216444427852423,0.8777113522410461,6,1.5,6.1969757080078125,0.6666666666666666,1.69691128208435e-05,100,,,,,,,,242100,328384,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,HCC_10076307_20130925,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,275831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529432,10449885.772705078,16969,2512463,0.006708620749638654,0.3251608312827962,10968,2506012,0.16393259969994792,0.9174748306027967,0.09000747963905674,-0.6848203889903571,0.03976347836175054,-0.7316369631461855
pairwise,HCC_10076307_20130925,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.8095527032941012,0.3832419629991553,0.554121365965803,0.5084920753032219,0.6741726836065877,23139,60377,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10076307_20130925,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.787859417115217,0.3484041689665249,0.516765191008801,0.38269951536289976,0.5535541324934324,21461,61598,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10076307_20130925,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.7731941129673826,0.29494930558810206,0.45553799568107517,0.3131964517093591,0.4769986262172398,18880,64011,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10076307_20130925,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.9160544975041749,0.672837848511176,0.8044268595548588,0.6252278959460461,0.7694033526074823,42594,63305,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10076307_20130925,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.8849639769581218,0.575464528914783,0.7305331454351136,0.46364438330766583,0.6335478598426806,38620,67111,,,,,,,,,,,,,,,,,,,,,
pairwise,HCC_10076307_20130925,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.9310286333470655,0.6873807882799853,0.814731082698482,0.59136199276818,0.7432149259006792,42885,62389,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,HCC_10076307_20130925,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2308,11458,0.06842370519699979,,,,,,,,,,,,,,
independent_vs_final,HCC_10076307_20130925,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722,14558,0.08069728143251015,,,,,,,,,,,,,,
independent_vs_final,HCC_10076307_20130925,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4293,9836,0.12727164922474873,,,,,,,,,,,,,,
independent_vs_final,HCC_10076307_20130925,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,HCC_10076307_20130925,d2_d5_intersection,,,,,,,,[],[],[],,0.5,275831,,183646,,,0.7262648620061505,0.5701851510118718,0.9085468782331224,0.6049030022006229,,,,,,,,,,,,,,166851,292626,0.06048212945461273,183646,324648,253449,,,,,,,,,,,,,,,,,
ensemble,HCC_10076307_20130925,d2_d5_union,,,,,,,,[],[],[],,0.5,275831,,324648,,,0.8291147567192192,0.7081093228197732,0.7667781720509598,0.9024837672342848,,,,,,,,,,,,,,248933,351546,0.06048212945461273,183646,324648,253449,,,,,,,,,,,,,,,,,
ensemble,HCC_10076307_20130925,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,275831,,253449,,,0.8031098851269649,0.6709971743831789,0.8385710734704024,0.7705261555082641,,,,,,,,,,,,,,212535,316745,0.06048212945461273,183646,324648,253449,,,,,,,,,,,,,,,,,
ensemble,HCC_10076307_20130925,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,275831,,269711,,,0.8181698201055098,0.6922905118047952,0.8274523471419408,0.809093249127183,,,,,,,,,,,,,,223173,322369,0.06048212945461273,183646,324648,253449,,,,,,,,,,,,,,,,,
layer,HCC_10081574_20140213,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,260574,1255932.804107666,2205628,10630840.217590332,8.464497609124471,0.09864560972702155,0.05188175872508383,0.05514982580924798,0.4668155687060106,11,506.0,2438.854217529297,0.2727272727272727,3.989793383109028e-05,100,,,,,,,,121640,2344562,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10081574_20140213,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,260574,1255932.804107666,252788,1218405.2963256836,0.9701198124141319,0.8010253972830089,0.6680920475444674,0.8133613937370445,0.7890580027170785,1,252788.0,1218405.2963256836,0.0,0.0,100,,,,,,,,205608,307754,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10081574_20140213,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,260574,1255932.804107666,277087,1335523.3173370361,1.0633716333939687,0.8481068926330904,0.7362722176294306,0.8228354271402123,0.8749798521725115,9,13.0,62.65830993652344,0.7777777777777778,0.00040781415223377495,100,,,,,,,,227997,309664,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10081574_20140213,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,260574,1255932.804107666,297155,1432248.4683990479,1.140386224258752,0.8602959501836913,0.7548415312925748,0.8073429691575104,0.9206828002793832,10,4.0,19.27947998046875,0.7,0.00013460988373071293,100,,,,,,,,239906,317823,,,,,,,,,,,,,,,,,,,,,
layer,HCC_10081574_20140213,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,260574,1255932.804107666,305142,1470744.7700500488,1.1710377858113243,0.8863210515523691,0.7958496950919486,0.8215945363142406,0.9621182466401099,18,2.0,9.639739990234375,0.8888888888888888,0.00024251004450387032,100,,,,,,,,250703,315013,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,HCC_10081574_20140213,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,260574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2079079,10020890.489578247,9337,2069742,0.004490930840049849,0.4616553540674704,4557,2066153,0.19364093663163692,0.9796065609001665,0.10743935228288631,-0.6926801149207321,0.017488314260056592,-0.7141551840313543
pairwise,HCC_10081574_20140213,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.8417192734135409,0.3674910154973792,0.5374675392126311,0.37989029349642195,0.5506094148018688,25871,70399,,,,,,,,,,,,,,,,,,,,,
